meeting_date,track_name,race_number,race_distance,track_condition,race_class,runner_name,runner_number,barrier_draw,weight_kg,jockey,trainer,jt_pair,fixed_odds_win,fixed_odds_win_open,odds_drift,win_rate_last5,place_rate_last5,jt_pair_win_rate,form_rating_dfs,early_speed_rating,early_speed_band,win_flag
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_5,6,5,60.6,JOCKEY_30,TRAINER_41,JOCKEY_32 / TRAINER_23,29.54,29.17,0.37,0.3413,0.6201,0.0203,84.0,77,BACKMARKER,0
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_6,7,3,61.1,JOCKEY_32,TRAINER_19,JOCKEY_1 / TRAINER_40,17.98,17.74,0.24,0.2593,0.5242,0.2624,95.0,76,BACKMARKER,0
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_7,8,9,60.8,JOCKEY_24,TRAINER_13,JOCKEY_74 / TRAINER_40,5.57,7.08,-1.51,0.3519,0.659,0.0516,69.0,99,BACKMARKER,0
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_8,9,10,56.6,JOCKEY_50,TRAINER_41,JOCKEY_62 / TRAINER_26,34.18,32.83,1.35,0.0099,0.2598,0.0459,94.0,89,BACKMARKER,0
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_9,10,8,60.0,JOCKEY_2,TRAINER_26,JOCKEY_9 / TRAINER_28,6.06,6.29,-0.23,0.3134,0.6254,0.2256,92.0,62,MIDFIELD,1
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_10,11,11,58.5,JOCKEY_19,TRAINER_8,JOCKEY_62 / TRAINER_34,37.57,37.41,0.16,0.1211,0.3169,0.0525,100.0,88,BACKMARKER,0
2025-12-04,TRACK_12,1,1600,Soft7,CL2,HORSE_72_11,12,6,58.7,JOCKEY_27,TRAINER_35,JOCKEY_18 / TRAINER_42,33.91,32.54,1.36,0.3791,0.5507,0.122,62.0,14,LEADER,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_0,1,1,57.5,JOCKEY_57,TRAINER_18,JOCKEY_17 / TRAINER_33,1.2,1.2,0.0,0.1181,0.3684,0.0989,89.0,54,MIDFIELD,1
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_1,2,10,56.1,JOCKEY_21,TRAINER_35,JOCKEY_38 / TRAINER_27,21.85,21.85,0.0,0.2602,0.3609,0.1855,66.0,72,BACKMARKER,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_2,3,9,58.3,JOCKEY_61,TRAINER_26,JOCKEY_38 / TRAINER_43,35.93,35.58,0.35,0.1475,0.2977,0.1516,66.0,94,BACKMARKER,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_3,4,4,55.8,JOCKEY_6,TRAINER_1,JOCKEY_15 / TRAINER_45,16.31,16.59,-0.27,0.1561,0.5043,0.017,65.0,14,LEADER,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_4,5,5,60.9,JOCKEY_75,TRAINER_41,JOCKEY_39 / TRAINER_29,23.42,23.22,0.2,0.2867,0.5743,0.1597,73.0,91,BACKMARKER,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_5,6,7,60.0,JOCKEY_12,TRAINER_44,JOCKEY_73 / TRAINER_9,6.1,6.24,-0.14,0.2994,0.4837,0.293,63.0,75,BACKMARKER,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_6,7,6,57.3,JOCKEY_23,TRAINER_23,JOCKEY_8 / TRAINER_48,38.35,39.99,-1.64,0.0565,0.2662,0.1285,71.0,44,MIDFIELD,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_7,8,3,60.0,JOCKEY_52,TRAINER_0,JOCKEY_63 / TRAINER_35,19.53,19.88,-0.35,0.2569,0.619,0.0738,94.0,50,MIDFIELD,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_8,9,2,54.1,JOCKEY_67,TRAINER_34,JOCKEY_5 / TRAINER_44,28.8,29.57,-0.77,0.0473,0.3117,0.2088,99.0,49,MIDFIELD,0
2025-08-21,TRACK_13,2,1200,Soft5,BM58,HORSE_73_9,10,8,56.8,JOCKEY_49,TRAINER_35,JOCKEY_69 / TRAINER_40,8.0,7.74,0.26,0.1197,0.512,0.2534,95.0,24,LEADER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_0,1,9,57.9,JOCKEY_38,TRAINER_35,JOCKEY_54 / TRAINER_7,13.75,14.69,-0.94,0.3151,0.4736,0.1809,64.0,28,LEADER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_1,2,8,59.8,JOCKEY_27,TRAINER_28,JOCKEY_10 / TRAINER_17,28.3,30.35,-2.05,0.0865,0.283,0.1992,60.0,99,BACKMARKER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_2,3,6,58.2,JOCKEY_65,TRAINER_42,JOCKEY_9 / TRAINER_44,4.39,5.86,-1.46,0.2753,0.3844,0.1007,101.0,27,LEADER,1
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_3,4,5,60.1,JOCKEY_16,TRAINER_36,JOCKEY_33 / TRAINER_46,20.62,20.15,0.47,0.0098,0.1377,0.0799,83.0,12,LEADER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_4,5,2,60.6,JOCKEY_52,TRAINER_40,JOCKEY_36 / TRAINER_5,30.1,30.59,-0.49,0.2166,0.3561,0.0668,95.0,49,MIDFIELD,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_5,6,1,54.2,JOCKEY_31,TRAINER_12,JOCKEY_57 / TRAINER_28,8.42,9.14,-0.72,0.2227,0.6137,0.0943,72.0,85,BACKMARKER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_6,7,3,54.6,JOCKEY_58,TRAINER_34,JOCKEY_78 / TRAINER_0,15.01,14.9,0.11,0.2916,0.4521,0.1347,97.0,92,BACKMARKER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_7,8,10,56.7,JOCKEY_29,TRAINER_7,JOCKEY_45 / TRAINER_49,37.48,37.67,-0.19,0.1991,0.4414,0.1301,76.0,87,BACKMARKER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_8,9,11,61.3,JOCKEY_49,TRAINER_7,JOCKEY_68 / TRAINER_23,2.04,1.2,0.84,0.3405,0.6232,0.288,101.0,59,MIDFIELD,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_9,10,7,57.2,JOCKEY_76,TRAINER_2,JOCKEY_58 / TRAINER_1,37.43,36.34,1.09,0.1029,0.3859,0.0845,83.0,92,BACKMARKER,0
2025-08-26,TRACK_14,3,2400,Soft6,CL4,HORSE_74_10,11,4,61.1,JOCKEY_33,TRAINER_37,JOCKEY_25 / TRAINER_47,21.06,21.06,0.0,0.2349,0.3427,0.2086,88.0,54,MIDFIELD,0
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_0,1,5,59.4,JOCKEY_48,TRAINER_20,JOCKEY_1 / TRAINER_13,12.57,11.28,1.29,0.0498,0.1986,0.0909,83.0,99,BACKMARKER,0
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_1,2,3,54.4,JOCKEY_12,TRAINER_16,JOCKEY_2 / TRAINER_22,9.22,8.89,0.34,0.361,0.7603,0.1463,62.0,62,MIDFIELD,0
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_2,3,2,59.7,JOCKEY_34,TRAINER_24,JOCKEY_59 / TRAINER_38,29.93,28.76,1.17,0.0399,0.2602,0.2951,74.0,45,MIDFIELD,0
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_3,4,4,55.9,JOCKEY_48,TRAINER_31,JOCKEY_20 / TRAINER_35,1.2,1.66,-0.46,0.3017,0.5994,0.1392,99.0,54,MIDFIELD,1
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_4,5,6,57.6,JOCKEY_38,TRAINER_23,JOCKEY_13 / TRAINER_27,34.48,32.23,2.24,0.0585,0.3281,0.0736,98.0,29,LEADER,0
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_5,6,1,56.9,JOCKEY_76,TRAINER_46,JOCKEY_33 / TRAINER_12,27.21,27.22,-0.01,0.1788,0.3845,0.0088,60.0,45,MIDFIELD,0
2025-12-20,TRACK_15,4,1000,HVY9,CL6,HORSE_75_6,7,7,54.9,JOCKEY_19,TRAINER_5,JOCKEY_0 / TRAINER_39,18.85,17.73,1.12,0.2981,0.6817,0.1142,90.0,94,BACKMARKER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_0,1,1,55.3,JOCKEY_69,TRAINER_0,JOCKEY_3 / TRAINER_33,20.43,21.7,-1.28,0.0258,0.3528,0.2765,73.0,73,BACKMARKER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_1,2,12,61.8,JOCKEY_68,TRAINER_22,JOCKEY_38 / TRAINER_2,30.24,28.57,1.67,0.0186,0.2126,0.2778,76.0,29,LEADER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_2,3,5,56.6,JOCKEY_14,TRAINER_9,JOCKEY_6 / TRAINER_46,1.2,1.2,0.0,0.1952,0.3259,0.2618,84.0,86,BACKMARKER,1
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_3,4,7,56.7,JOCKEY_32,TRAINER_38,JOCKEY_8 / TRAINER_36,12.39,12.1,0.28,0.3465,0.6575,0.0247,69.0,45,MIDFIELD,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_4,5,8,59.5,JOCKEY_74,TRAINER_42,JOCKEY_45 / TRAINER_21,3.81,2.23,1.57,0.2609,0.3894,0.2364,100.0,23,LEADER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_5,6,6,54.4,JOCKEY_1,TRAINER_38,JOCKEY_18 / TRAINER_33,18.77,18.5,0.26,0.1862,0.5393,0.2784,72.0,25,LEADER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_6,7,3,60.6,JOCKEY_44,TRAINER_40,JOCKEY_26 / TRAINER_47,2.84,3.0,-0.16,0.1016,0.373,0.0515,77.0,74,BACKMARKER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_7,8,9,62.0,JOCKEY_62,TRAINER_48,JOCKEY_37 / TRAINER_37,38.41,38.95,-0.54,0.0382,0.3603,0.0847,87.0,29,LEADER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_8,9,2,60.2,JOCKEY_42,TRAINER_48,JOCKEY_30 / TRAINER_1,7.43,4.24,3.2,0.2082,0.326,0.0154,79.0,52,MIDFIELD,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_9,10,13,60.3,JOCKEY_49,TRAINER_32,JOCKEY_24 / TRAINER_9,36.73,35.7,1.03,0.2627,0.6112,0.1262,78.0,76,BACKMARKER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_10,11,14,57.1,JOCKEY_4,TRAINER_0,JOCKEY_31 / TRAINER_15,30.26,29.44,0.81,0.0017,0.3525,0.0601,104.0,86,BACKMARKER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_11,12,11,54.5,JOCKEY_66,TRAINER_34,JOCKEY_58 / TRAINER_12,24.15,23.14,1.01,0.2794,0.3862,0.233,79.0,54,MIDFIELD,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_12,13,4,60.3,JOCKEY_54,TRAINER_36,JOCKEY_22 / TRAINER_7,17.95,18.55,-0.6,0.1242,0.5191,0.1946,65.0,91,BACKMARKER,0
2025-12-01,TRACK_16,5,2400,Firm1,MSW,HORSE_76_13,14,10,58.8,JOCKEY_35,TRAINER_20,JOCKEY_65 / TRAINER_46,32.57,31.49,1.08,0.2523,0.5061,0.2289,92.0,37,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_0,1,3,59.6,JOCKEY_45,TRAINER_12,JOCKEY_55 / TRAINER_18,15.69,15.03,0.66,0.0813,0.3626,0.2344,93.0,60,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_1,2,12,61.7,JOCKEY_66,TRAINER_9,JOCKEY_44 / TRAINER_45,6.93,7.08,-0.15,0.1985,0.3604,0.1757,100.0,82,BACKMARKER,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_2,3,10,58.6,JOCKEY_22,TRAINER_26,JOCKEY_56 / TRAINER_19,1.2,1.2,0.0,0.3018,0.5571,0.0533,89.0,46,MIDFIELD,1
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_3,4,8,55.7,JOCKEY_23,TRAINER_18,JOCKEY_27 / TRAINER_10,27.46,29.43,-1.97,0.2843,0.4691,0.1628,89.0,49,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_4,5,9,62.0,JOCKEY_75,TRAINER_29,JOCKEY_16 / TRAINER_1,29.74,29.91,-0.17,0.1002,0.4405,0.2002,75.0,76,BACKMARKER,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_5,6,5,55.4,JOCKEY_14,TRAINER_9,JOCKEY_12 / TRAINER_19,9.1,8.86,0.23,0.2347,0.6267,0.2632,91.0,67,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_6,7,4,56.7,JOCKEY_78,TRAINER_28,JOCKEY_53 / TRAINER_49,22.76,23.43,-0.67,0.0942,0.2546,0.1863,76.0,57,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_7,8,6,55.4,JOCKEY_7,TRAINER_44,JOCKEY_60 / TRAINER_31,17.2,17.77,-0.57,0.0077,0.1325,0.1095,62.0,48,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_8,9,2,57.7,JOCKEY_25,TRAINER_30,JOCKEY_59 / TRAINER_48,3.16,3.1,0.06,0.2877,0.6776,0.1073,71.0,97,BACKMARKER,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_9,10,13,57.4,JOCKEY_20,TRAINER_21,JOCKEY_75 / TRAINER_7,25.22,24.91,0.32,0.2572,0.5105,0.2869,87.0,15,LEADER,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_10,11,11,57.9,JOCKEY_70,TRAINER_38,JOCKEY_78 / TRAINER_20,36.1,34.75,1.35,0.2362,0.3608,0.0482,103.0,14,LEADER,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_11,12,1,61.4,JOCKEY_16,TRAINER_43,JOCKEY_50 / TRAINER_22,30.86,31.62,-0.76,0.2763,0.5673,0.1893,82.0,53,MIDFIELD,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_12,13,14,57.8,JOCKEY_45,TRAINER_6,JOCKEY_20 / TRAINER_0,10.69,11.04,-0.35,0.0745,0.3914,0.022,98.0,13,LEADER,0
2025-11-28,TRACK_17,6,1200,Good4,BM78,HORSE_77_13,14,7,58.1,JOCKEY_64,TRAINER_45,JOCKEY_10 / TRAINER_42,33.9,34.28,-0.39,0.0704,0.4503,0.2654,95.0,40,MIDFIELD,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_0,1,15,54.7,JOCKEY_8,TRAINER_45,JOCKEY_23 / TRAINER_31,23.25,23.65,-0.4,0.2112,0.5432,0.0411,61.0,64,MIDFIELD,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_1,2,2,58.6,JOCKEY_43,TRAINER_27,JOCKEY_14 / TRAINER_26,30.74,31.28,-0.54,0.1973,0.4427,0.0544,89.0,16,LEADER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_2,3,6,58.1,JOCKEY_35,TRAINER_25,JOCKEY_12 / TRAINER_26,7.61,8.0,-0.39,0.0781,0.3852,0.1176,77.0,30,LEADER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_3,4,13,54.7,JOCKEY_34,TRAINER_11,JOCKEY_23 / TRAINER_2,24.77,24.91,-0.13,0.3925,0.6025,0.2829,78.0,74,BACKMARKER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_4,5,7,60.5,JOCKEY_2,TRAINER_8,JOCKEY_59 / TRAINER_36,32.31,33.19,-0.88,0.1751,0.2782,0.0213,71.0,30,LEADER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_5,6,9,56.1,JOCKEY_1,TRAINER_18,JOCKEY_21 / TRAINER_47,15.86,17.38,-1.52,0.3799,0.7028,0.2354,92.0,15,LEADER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_6,7,1,58.3,JOCKEY_26,TRAINER_32,JOCKEY_25 / TRAINER_1,8.08,7.08,1.0,0.2645,0.6012,0.2906,93.0,96,BACKMARKER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_7,8,10,59.1,JOCKEY_14,TRAINER_7,JOCKEY_70 / TRAINER_44,37.42,36.6,0.83,0.2285,0.5711,0.1831,62.0,30,LEADER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_8,9,11,61.7,JOCKEY_18,TRAINER_10,JOCKEY_4 / TRAINER_22,22.48,22.47,0.01,0.0404,0.3994,0.1493,64.0,56,MIDFIELD,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_9,10,5,58.0,JOCKEY_36,TRAINER_2,JOCKEY_56 / TRAINER_46,14.54,15.24,-0.7,0.3399,0.6802,0.0489,84.0,84,BACKMARKER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_10,11,16,61.3,JOCKEY_42,TRAINER_3,JOCKEY_68 / TRAINER_37,31.3,29.87,1.43,0.1584,0.3666,0.2279,87.0,99,BACKMARKER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_11,12,12,56.8,JOCKEY_18,TRAINER_48,JOCKEY_40 / TRAINER_46,1.2,1.2,0.0,0.3863,0.785,0.2771,66.0,82,BACKMARKER,1
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_12,13,8,60.9,JOCKEY_36,TRAINER_20,JOCKEY_9 / TRAINER_20,14.0,15.31,-1.31,0.2137,0.4344,0.0328,67.0,40,MIDFIELD,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_13,14,3,55.9,JOCKEY_72,TRAINER_0,JOCKEY_37 / TRAINER_42,14.81,15.07,-0.26,0.2293,0.3377,0.2874,90.0,86,BACKMARKER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_14,15,4,59.7,JOCKEY_33,TRAINER_36,JOCKEY_53 / TRAINER_2,3.69,2.94,0.75,0.3453,0.4739,0.0457,80.0,11,LEADER,0
2025-01-23,TRACK_18,7,2200,Firm1,BM64,HORSE_78_15,16,14,54.7,JOCKEY_25,TRAINER_11,JOCKEY_27 / TRAINER_3,37.66,37.39,0.27,0.2199,0.4347,0.1395,65.0,39,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_0,1,10,56.5,JOCKEY_73,TRAINER_44,JOCKEY_30 / TRAINER_16,34.68,34.17,0.5,0.2659,0.6342,0.2514,60.0,36,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_1,2,12,55.0,JOCKEY_58,TRAINER_12,JOCKEY_40 / TRAINER_44,34.13,33.95,0.18,0.0081,0.2893,0.1315,63.0,55,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_2,3,7,60.0,JOCKEY_77,TRAINER_12,JOCKEY_76 / TRAINER_32,26.64,26.01,0.63,0.0151,0.3361,0.0876,88.0,51,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_3,4,6,61.4,JOCKEY_29,TRAINER_27,JOCKEY_36 / TRAINER_38,28.21,27.39,0.82,0.2774,0.4029,0.1122,86.0,44,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_4,5,8,60.3,JOCKEY_32,TRAINER_9,JOCKEY_60 / TRAINER_25,1.2,1.79,-0.59,0.0431,0.1785,0.1972,88.0,21,LEADER,1
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_5,6,3,58.9,JOCKEY_47,TRAINER_18,JOCKEY_31 / TRAINER_10,17.8,19.07,-1.27,0.2643,0.4314,0.1551,61.0,61,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_6,7,1,60.5,JOCKEY_43,TRAINER_9,JOCKEY_16 / TRAINER_30,6.1,5.86,0.25,0.3612,0.5322,0.0363,79.0,99,BACKMARKER,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_7,8,2,57.2,JOCKEY_43,TRAINER_30,JOCKEY_14 / TRAINER_34,26.18,26.82,-0.64,0.0071,0.1931,0.0175,68.0,67,MIDFIELD,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_8,9,9,60.9,JOCKEY_3,TRAINER_22,JOCKEY_26 / TRAINER_38,23.01,21.5,1.5,0.2925,0.4598,0.2606,75.0,77,BACKMARKER,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_9,10,11,60.4,JOCKEY_27,TRAINER_8,JOCKEY_15 / TRAINER_1,15.85,15.19,0.66,0.1244,0.3388,0.1889,87.0,82,BACKMARKER,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_10,11,4,54.0,JOCKEY_56,TRAINER_26,JOCKEY_55 / TRAINER_22,11.36,10.91,0.44,0.0021,0.222,0.2653,72.0,13,LEADER,0
2025-01-08,TRACK_19,8,2400,Good3,CL3,HORSE_79_11,12,5,57.9,JOCKEY_15,TRAINER_11,JOCKEY_55 / TRAINER_35,11.72,12.67,-0.96,0.1543,0.2683,0.2729,89.0,81,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_0,1,15,55.4,JOCKEY_0,TRAINER_35,JOCKEY_1 / TRAINER_27,28.99,31.89,-2.9,0.0902,0.2508,0.2138,75.0,10,LEADER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_1,2,9,57.8,JOCKEY_74,TRAINER_44,JOCKEY_18 / TRAINER_12,39.24,39.07,0.17,0.3151,0.5107,0.2577,70.0,10,LEADER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_2,3,6,60.8,JOCKEY_62,TRAINER_44,JOCKEY_39 / TRAINER_10,9.65,7.6,2.04,0.1307,0.3224,0.1693,86.0,70,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_3,4,8,61.7,JOCKEY_58,TRAINER_33,JOCKEY_55 / TRAINER_1,23.82,23.23,0.59,0.2136,0.4921,0.0122,98.0,90,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_4,5,3,58.8,JOCKEY_5,TRAINER_10,JOCKEY_19 / TRAINER_43,22.94,24.35,-1.41,0.3177,0.5702,0.0226,70.0,40,MIDFIELD,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_5,6,12,55.7,JOCKEY_49,TRAINER_45,JOCKEY_64 / TRAINER_11,26.09,25.38,0.7,0.1166,0.3019,0.0818,93.0,58,MIDFIELD,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_6,7,10,55.5,JOCKEY_52,TRAINER_12,JOCKEY_1 / TRAINER_31,15.3,16.14,-0.84,0.3145,0.5865,0.0926,85.0,94,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_7,8,2,59.1,JOCKEY_24,TRAINER_34,JOCKEY_49 / TRAINER_23,4.86,2.81,2.05,0.2195,0.3209,0.2983,94.0,84,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_8,9,14,55.7,JOCKEY_62,TRAINER_22,JOCKEY_44 / TRAINER_7,31.47,33.81,-2.34,0.2978,0.4381,0.1339,94.0,58,MIDFIELD,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_9,10,13,58.4,JOCKEY_63,TRAINER_8,JOCKEY_15 / TRAINER_26,36.02,38.85,-2.83,0.3906,0.4952,0.003,61.0,68,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_10,11,16,60.7,JOCKEY_74,TRAINER_5,JOCKEY_41 / TRAINER_35,19.1,19.31,-0.21,0.2891,0.4173,0.2953,60.0,96,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_11,12,5,57.1,JOCKEY_28,TRAINER_49,JOCKEY_29 / TRAINER_29,32.39,32.13,0.26,0.3362,0.4678,0.0378,101.0,81,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_12,13,1,57.0,JOCKEY_44,TRAINER_16,JOCKEY_31 / TRAINER_14,14.89,16.63,-1.74,0.243,0.6307,0.2496,66.0,47,MIDFIELD,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_13,14,7,54.3,JOCKEY_1,TRAINER_15,JOCKEY_58 / TRAINER_8,6.2,7.13,-0.92,0.1387,0.3495,0.042,85.0,72,BACKMARKER,0
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_14,15,4,56.0,JOCKEY_37,TRAINER_1,JOCKEY_56 / TRAINER_15,3.76,4.94,-1.18,0.1494,0.3936,0.2162,93.0,39,MIDFIELD,1
2025-05-01,TRACK_20,1,2200,HVY10,CL1,HORSE_80_15,16,11,59.6,JOCKEY_36,TRAINER_36,JOCKEY_6 / TRAINER_25,12.74,11.1,1.64,0.0629,0.2816,0.2938,82.0,92,BACKMARKER,0
2025-05-27,TRACK_21,2,1100,Good4,CL2,HORSE_81_0,1,3,54.8,JOCKEY_71,TRAINER_18,JOCKEY_52 / TRAINER_5,21.95,20.31,1.65,0.2489,0.5058,0.1609,69.0,19,LEADER,0
2025-05-27,TRACK_21,2,1100,Good4,CL2,HORSE_81_1,2,4,59.1,JOCKEY_26,TRAINER_24,JOCKEY_0 / TRAINER_31,29.05,29.65,-0.6,0.1885,0.4794,0.1285,74.0,69,BACKMARKER,0
2025-05-27,TRACK_21,2,1100,Good4,CL2,HORSE_81_2,3,5,60.3,JOCKEY_1,TRAINER_44,JOCKEY_31 / TRAINER_38,6.48,6.57,-0.09,0.2761,0.4999,0.2518,93.0,99,BACKMARKER,0
2025-05-27,TRACK_21,2,1100,Good4,CL2,HORSE_81_3,4,6,56.1,JOCKEY_58,TRAINER_14,JOCKEY_45 / TRAINER_32,14.06,13.71,0.35,0.3887,0.7538,0.1452,99.0,58,MIDFIELD,0
2025-05-27,TRACK_21,2,1100,Good4,CL2,HORSE_81_4,5,2,59.8,JOCKEY_73,TRAINER_27,JOCKEY_72 / TRAINER_21,1.2,1.2,0.0,0.1586,0.5466,0.0662,92.0,94,BACKMARKER,1
2025-05-27,TRACK_21,2,1100,Good4,CL2,HORSE_81_5,6,1,55.4,JOCKEY_24,TRAINER_0,JOCKEY_57 / TRAINER_30,35.91,35.22,0.7,0.3201,0.4708,0.2237,100.0,41,MIDFIELD,0
